Year,States,States Code,Age Groups,Count
2007,New Hampshire,33,70-74 years,875
2007,New Hampshire,33,75-79 years,792
2007,New Hampshire,33,80-84 years,582
2007,New Hampshire,33,85+ years,496
2007,New Jersey,34,1-4 years,74
2007,New Jersey,34,5-9 years,63
2007,New Jersey,34,10-14 years,53
2007,New Jersey,34,15-19 years,81
2007,New Jersey,34,20-24 years,144
2007,New Jersey,34,25-29 years,261
2007,New Jersey,34,30-34 years,426
2007,New Jersey,34,35-39 years,809
2007,New Jersey,34,40-44 years,1529
2007,New Jersey,34,45-49 years,2540
2007,New Jersey,34,50-54 years,3609
2007,New Jersey,34,55-59 years,4811
2007,New Jersey,34,60-64 years ,5717
2007,New Jersey,34,65-69 years,5654
2007,New Jersey,34,70-74 years,5611
2007,New Jersey,34,75-79 years,5559
2007,New Jersey,34,80-84 years,4351
2007,New Jersey,34,85+ years,3543
2007,New Mexico,35,15-19 years,21
2007,New Mexico,35,20-24 years,40
2007,New Mexico,35,25-29 years,53
2007,New Mexico,35,30-34 years,76
2007,New Mexico,35,35-39 years,156
2007,New Mexico,35,40-44 years,192
2007,New Mexico,35,45-49 years,394
2007,New Mexico,35,50-54 years,634
2007,New Mexico,35,55-59 years,889
2007,New Mexico,35,60-64 years ,1073
2007,New Mexico,35,65-69 years,1157
2007,New Mexico,35,70-74 years,1032
2007,New Mexico,35,75-79 years,929
2007,New Mexico,35,80-84 years,678
2007,New Mexico,35,85+ years,548
2007,New York,36,< 1 year,30
2007,New York,36,1-4 years,159
2007,New York,36,5-9 years,125
2007,New York,36,10-14 years,131
2007,New York,36,15-19 years,174
2007,New York,36,20-24 years,306
2007,New York,36,25-29 years,594
2007,New York,36,30-34 years,920
2007,New York,36,35-39 years,1725
2007,New York,36,40-44 years,3054
2007,New York,36,45-49 years,5480
2007,New York,36,50-54 years,7869
2007,New York,36,55-59 years,10471
2007,New York,36,60-64 years ,12332
2007,New York,36,65-69 years,12483
2007,New York,36,70-74 years,11917
2007,New York,36,75-79 years,11508
2007,New York,36,80-84 years,9059
2007,New York,36,85+ years,7744
2007,North Carolina,37,1-4 years,72
2007,North Carolina,37,5-9 years,48
2007,North Carolina,37,10-14 years,54
2007,North Carolina,37,15-19 years,93
2007,North Carolina,37,20-24 years,139
2007,North Carolina,37,25-29 years,262
2007,North Carolina,37,30-34 years,465
2007,North Carolina,37,35-39 years,819
2007,North Carolina,37,40-44 years,1450
2007,North Carolina,37,45-49 years,2429
2007,North Carolina,37,50-54 years,3603
2007,North Carolina,37,55-59 years,5039
2007,North Carolina,37,60-64 years ,5972
2007,North Carolina,37,65-69 years,6248
2007,North Carolina,37,70-74 years,5433
2007,North Carolina,37,75-79 years,4777
2007,North Carolina,37,80-84 years,3258
2007,North Carolina,37,85+ years,2550
2007,North Dakota,38,25-29 years,17
2007,North Dakota,38,30-34 years,24
2007,North Dakota,38,35-39 years,52
2007,North Dakota,38,40-44 years,91
2007,North Dakota,38,45-49 years,159
2007,North Dakota,38,50-54 years,254
2007,North Dakota,38,55-59 years,311
2007,North Dakota,38,60-64 years ,396
2007,North Dakota,38,65-69 years,403
2007,North Dakota,38,70-74 years,460
2007,North Dakota,38,75-79 years,432
2007,North Dakota,38,80-84 years,341
2007,North Dakota,38,85+ years,317
2007,Ohio,39,< 1 year,20
2007,Ohio,39,1-4 years,106
2007,Ohio,39,5-9 years,53
2007,Ohio,39,10-14 years,64
2007,Ohio,39,15-19 years,93
2007,Ohio,39,20-24 years,175
2007,Ohio,39,25-29 years,343
2007,Ohio,39,30-34 years,476
2007,Ohio,39,35-39 years,932
2007,Ohio,39,40-44 years,1660
2007,Ohio,39,45-49 years,3059
2007,Ohio,39,50-54 years,4622
2007,Ohio,39,55-59 years,6223
2007,Ohio,39,60-64 years ,6793
2007,Ohio,39,65-69 years,7641
2007,Ohio,39,70-74 years,7157
2007,Ohio,39,75-79 years,6980
2007,Ohio,39,80-84 years,5582
2007,Ohio,39,85+ years,4259
2007,Oklahoma,40,1-4 years,43
2007,Oklahoma,40,5-9 years,26
2007,Oklahoma,40,10-14 years,24
2007,Oklahoma,40,15-19 years,37
2007,Oklahoma,40,20-24 years,60
2007,Oklahoma,40,25-29 years,125
2007,Oklahoma,40,30-34 years,152
2007,Oklahoma,40,35-39 years,285
2007,Oklahoma,40,40-44 years,504
2007,Oklahoma,40,45-49 years,916
2007,Oklahoma,40,50-54 years,1411
2007,Oklahoma,40,55-59 years,1890
2007,Oklahoma,40,60-64 years ,2316
2007,Oklahoma,40,65-69 years,2560
2007,Oklahoma,40,70-74 years,2441
2007,Oklahoma,40,75-79 years,2253
2007,Oklahoma,40,80-84 years,1749
2007,Oklahoma,40,85+ years,1314
2007,Oregon,41,1-4 years,33
2007,Oregon,41,5-9 years,37
2007,Oregon,41,10-14 years,22
2007,Oregon,41,15-19 years,50
2007,Oregon,41,20-24 years,56
2007,Oregon,41,25-29 years,120
2007,Oregon,41,30-34 years,165
2007,Oregon,41,35-39 years,280
2007,Oregon,41,40-44 years,468
2007,Oregon,41,45-49 years,912
2007,Oregon,41,50-54 years,1435
2007,Oregon,41,55-59 years,1907
2007,Oregon,41,60-64 years ,2322
2007,Oregon,41,65-69 years,2382
2007,Oregon,41,70-74 years,2143
2007,Oregon,41,75-79 years,2015
2007,Oregon,41,80-84 years,1758
2007,Oregon,41,85+ years,1485
2007,Pennsylvania,42,< 1 year,27
2007,Pennsylvania,42,1-4 years,122
2007,Pennsylvania,42,5-9 years,89
2007,Pennsylvania,42,10-14 years,76
2007,Pennsylvania,42,15-19 years,127
2007,Pennsylvania,42,20-24 years,199
2007,Pennsylvania,42,25-29 years,370
2007,Pennsylvania,42,30-34 years,561
2007,Pennsylvania,42,35-39 years,1093
2007,Pennsylvania,42,40-44 years,2044
2007,Pennsylvania,42,45-49 years,3524
2007,Pennsylvania,42,50-54 years,5511
2007,Pennsylvania,42,55-59 years,7261
2007,Pennsylvania,42,60-64 years ,8661
2007,Pennsylvania,42,65-69 years,8874
2007,Pennsylvania,42,70-74 years,8753
2007,Pennsylvania,42,75-79 years,8998
2007,Pennsylvania,42,80-84 years,7639
2007,Pennsylvania,42,85+ years,5869
2007,Rhode Island,44,20-24 years,23
2007,Rhode Island,44,25-29 years,32
2007,Rhode Island,44,30-34 years,46
2007,Rhode Island,44,35-39 years,87
2007,Rhode Island,44,40-44 years,193
2007,Rhode Island,44,45-49 years,350
2007,Rhode Island,44,50-54 years,480
2007,Rhode Island,44,55-59 years,597
2007,Rhode Island,44,60-64 years ,716
2007,Rhode Island,44,65-69 years,678
2007,Rhode Island,44,70-74 years,682
2007,Rhode Island,44,75-79 years,751
2007,Rhode Island,44,80-84 years,620
2007,Rhode Island,44,85+ years,510
2007,South Carolina,45,1-4 years,42
2007,South Carolina,45,5-9 years,19
2007,South Carolina,45,10-14 years,24
2007,South Carolina,45,15-19 years,38
2007,South Carolina,45,20-24 years,67
2007,South Carolina,45,25-29 years,137
2007,South Carolina,45,30-34 years,206
2007,South Carolina,45,35-39 years,379
2007,South Carolina,45,40-44 years,629
2007,South Carolina,45,45-49 years,1095
2007,South Carolina,45,50-54 years,1920
2007,South Carolina,45,55-59 years,2518
2007,South Carolina,45,60-64 years ,3106
2007,South Carolina,45,65-69 years,3237
2007,South Carolina,45,70-74 years,2755
2007,South Carolina,45,75-79 years,2349
2007,South Carolina,45,80-84 years,1698
2007,South Carolina,45,85+ years,1274
2007,South Dakota,46,25-29 years,18
2007,South Dakota,46,30-34 years,28
2007,South Dakota,46,35-39 years,60
2007,South Dakota,46,40-44 years,95
2007,South Dakota,46,45-49 years,177
2007,South Dakota,46,50-54 years,251
2007,South Dakota,46,55-59 years,365
2007,South Dakota,46,60-64 years ,420
2007,South Dakota,46,65-69 years,472
2007,South Dakota,46,70-74 years,530
2007,South Dakota,46,75-79 years,485
2007,South Dakota,46,80-84 years,416
2007,South Dakota,46,85+ years,366
2007,Tennessee,47,< 1 year,16
2007,Tennessee,47,1-4 years,58
2007,Tennessee,47,5-9 years,25
2007,Tennessee,47,10-14 years,44
2007,Tennessee,47,15-19 years,40
2007,Tennessee,47,20-24 years,93
2007,Tennessee,47,25-29 years,149
2007,Tennessee,47,30-34 years,301
2007,Tennessee,47,35-39 years,500
2007,Tennessee,47,40-44 years,980
2007,Tennessee,47,45-49 years,1621
2007,Tennessee,47,50-54 years,2528
2007,Tennessee,47,55-59 years,3523
2007,Tennessee,47,60-64 years ,3966
2007,Tennessee,47,65-69 years,4402
2007,Tennessee,47,70-74 years,3846
2007,Tennessee,47,75-79 years,3278
2007,Tennessee,47,80-84 years,2347
2007,Tennessee,47,85+ years,1616
2007,Texas,48,< 1 year,50
2007,Texas,48,1-4 years,272
2007,Texas,48,5-9 years,189
2007,Texas,48,10-14 years,158
2007,Texas,48,15-19 years,235
2007,Texas,48,20-24 years,327
2007,Texas,48,25-29 years,725
2007,Texas,48,30-34 years,1113
2007,Texas,48,35-39 years,1836
2007,Texas,48,40-44 years,3086
2007,Texas,48,45-49 years,5287
2007,Texas,48,50-54 years,7904
2007,Texas,48,55-59 years,10012
2007,Texas,48,60-64 years ,11544
2007,Texas,48,65-69 years,12351
2007,Texas,48,70-74 years,11138
2007,Texas,48,75-79 years,9845
2007,Texas,48,80-84 years,7297
2007,Texas,48,85+ years,5555
2007,Utah,49,1-4 years,30
2007,Utah,49,5-9 years,22
2007,Utah,49,10-14 years,24
2007,Utah,49,15-19 years,28
2007,Utah,49,20-24 years,63
2007,Utah,49,25-29 years,114
2007,Utah,49,30-34 years,143
2007,Utah,49,35-39 years,186
2007,Utah,49,40-44 years,235
2007,Utah,49,45-49 years,456
2007,Utah,49,50-54 years,677
2007,Utah,49,55-59 years,817
2007,Utah,49,60-64 years ,992
2007,Utah,49,65-69 years,1012
2007,Utah,49,70-74 years,972
2007,Utah,49,75-79 years,828
2007,Utah,49,80-84 years,618
2007,Utah,49,85+ years,434
2007,Vermont,50,25-29 years,20
2007,Vermont,50,30-34 years,24
2007,Vermont,50,35-39 years,51
2007,Vermont,50,40-44 years,100
2007,Vermont,50,45-49 years,231
2007,Vermont,50,50-54 years,303
2007,Vermont,50,55-59 years,372
2007,Vermont,50,60-64 years ,445
2007,Vermont,50,65-69 years,429
2007,Vermont,50,70-74 years,393
2007,Vermont,50,75-79 years,364
2007,Vermont,50,80-84 years,315
2007,Vermont,50,85+ years,221
2007,Virginia,51,1-4 years,69
2007,Virginia,51,5-9 years,40
2007,Virginia,51,10-14 years,45
2007,Virginia,51,15-19 years,56
2007,Virginia,51,20-24 years,125
2007,Virginia,51,25-29 years,220
2007,Virginia,51,30-34 years,338
2007,Virginia,51,35-39 years,664
2007,Virginia,51,40-44 years,1225
2007,Virginia,51,45-49 years,2117
2007,Virginia,51,50-54 years,3148
2007,Virginia,51,55-59 years,4167
2007,Virginia,51,60-64 years ,4723
2007,Virginia,51,65-69 years,4717
2007,Virginia,51,70-74 years,4159
2007,Virginia,51,75-79 years,3838
2007,Virginia,51,80-84 years,2657
2007,Virginia,51,85+ years,1977
2007,Washington,53,1-4 years,55
2007,Washington,53,5-9 years,46
2007,Washington,53,10-14 years,46
2007,Washington,53,15-19 years,66
2007,Washington,53,20-24 years,77
2007,Washington,53,25-29 years,194
2007,Washington,53,30-34 years,281
2007,Washington,53,35-39 years,521
2007,Washington,53,40-44 years,859
2007,Washington,53,45-49 years,1604
2007,Washington,53,50-54 years,2442
2007,Washington,53,55-59 years,3220
2007,Washington,53,60-64 years ,3861
2007,Washington,53,65-69 years,3790
2007,Washington,53,70-74 years,3458
2007,Washington,53,75-79 years,3130
2007,Washington,53,80-84 years,2610
2007,Washington,53,85+ years,2160
2007,West Virginia,54,1-4 years,18
2007,West Virginia,54,20-24 years,24
2007,West Virginia,54,25-29 years,55
2007,West Virginia,54,30-34 years,77
2007,West Virginia,54,35-39 years,166
2007,West Virginia,54,40-44 years,292
2007,West Virginia,54,45-49 years,543
2007,West Virginia,54,50-54 years,829
2007,West Virginia,54,55-59 years,1202
2007,West Virginia,54,60-64 years ,1434
2007,West Virginia,54,65-69 years,1530
2007,West Virginia,54,70-74 years,1399
2007,West Virginia,54,75-79 years,1290
2007,West Virginia,54,80-84 years,1012
2007,West Virginia,54,85+ years,683
2007,Wisconsin,55,1-4 years,56
2007,Wisconsin,55,5-9 years,37
2007,Wisconsin,55,10-14 years,42
2007,Wisconsin,55,15-19 years,52
2007,Wisconsin,55,20-24 years,77
2007,Wisconsin,55,25-29 years,165
2007,Wisconsin,55,30-34 years,230
2007,Wisconsin,55,35-39 years,425
2007,Wisconsin,55,40-44 years,830
2007,Wisconsin,55,45-49 years,1458
2007,Wisconsin,55,50-54 years,2171
2007,Wisconsin,55,55-59 years,2862
2007,Wisconsin,55,60-64 years ,3256
2007,Wisconsin,55,65-69 years,3487
2007,Wisconsin,55,70-74 years,3504
2007,Wisconsin,55,75-79 years,3282
2007,Wisconsin,55,80-84 years,2581
2007,Wisconsin,55,85+ years,2211
2007,Wyoming,56,25-29 years,22
2007,Wyoming,56,30-34 years,22
2007,Wyoming,56,35-39 years,41
2007,Wyoming,56,40-44 years,44
2007,Wyoming,56,45-49 years,124
2007,Wyoming,56,50-54 years,176
2007,Wyoming,56,55-59 years,263
2007,Wyoming,56,60-64 years ,321
2007,Wyoming,56,65-69 years,345
2007,Wyoming,56,70-74 years,286
2007,Wyoming,56,75-79 years,281
2007,Wyoming,56,80-84 years,184
2007,Wyoming,56,85+ years,110
2008,Alabama,1,1-4 years,37
2008,Alabama,1,5-9 years,23
2008,Alabama,1,10-14 years,28
2008,Alabama,1,15-19 years,39
2008,Alabama,1,20-24 years,61
2008,Alabama,1,25-29 years,119
2008,Alabama,1,30-34 years,213
2008,Alabama,1,35-39 years,373
2008,Alabama,1,40-44 years,672
2008,Alabama,1,45-49 years,1231
2008,Alabama,1,50-54 years,1906
2008,Alabama,1,55-59 years,2724
2008,Alabama,1,60-64 years ,3244
2008,Alabama,1,65-69 years,3403
2008,Alabama,1,70-74 years,2994
2008,Alabama,1,75-79 years,2577
2008,Alabama,1,80-84 years,1937
2008,Alabama,1,85+ years,1562
2008,Alaska,2,25-29 years,19
2008,Alaska,2,30-34 years,33
2008,Alaska,2,35-39 years,46
2008,Alaska,2,40-44 years,85
2008,Alaska,2,45-49 years,170
2008,Alaska,2,50-54 years,291
2008,Alaska,2,55-59 years,351
2008,Alaska,2,60-64 years ,368
2008,Alaska,2,65-69 years,325
2008,Alaska,2,70-74 years,252
2008,Alaska,2,75-79 years,197
2008,Alaska,2,80-84 years,143
2008,Alaska,2,85+ years,79
2008,Arizona,4,1-4 years,54
2008,Arizona,4,5-9 years,42
2008,Arizona,4,10-14 years,33
2008,Arizona,4,15-19 years,48
2008,Arizona,4,20-24 years,91
2008,Arizona,4,25-29 years,175
2008,Arizona,4,30-34 years,306
2008,Arizona,4,35-39 years,464
2008,Arizona,4,40-44 years,756
2008,Arizona,4,45-49 years,1281
2008,Arizona,4,50-54 years,1788
2008,Arizona,4,55-59 years,2432
2008,Arizona,4,60-64 years ,2939
2008,Arizona,4,65-69 years,3479
2008,Arizona,4,70-74 years,3283
2008,Arizona,4,75-79 years,2988
2008,Arizona,4,80-84 years,2205
2008,Arizona,4,85+ years,1795
2008,Arkansas,5,1-4 years,20
2008,Arkansas,5,15-19 years,21
2008,Arkansas,5,20-24 years,37
2008,Arkansas,5,25-29 years,66
2008,Arkansas,5,30-34 years,129
2008,Arkansas,5,35-39 years,178
2008,Arkansas,5,40-44 years,364
2008,Arkansas,5,45-49 years,687
2008,Arkansas,5,50-54 years,1092
2008,Arkansas,5,55-59 years,1464
2008,Arkansas,5,60-64 years ,1920
2008,Arkansas,5,65-69 years,2055
2008,Arkansas,5,70-74 years,1910
2008,Arkansas,5,75-79 years,1558
2008,Arkansas,5,80-84 years,1183
2008,Arkansas,5,85+ years,924
2008,California,6,< 1 year,67
2008,California,6,1-4 years,354
2008,California,6,5-9 years,254
2008,California,6,10-14 years,236
2008,California,6,15-19 years,369
2008,California,6,20-24 years,574
2008,California,6,25-29 years,1015
2008,California,6,30-34 years,1662
2008,California,6,35-39 years,2852
2008,California,6,40-44 years,4687
2008,California,6,45-49 years,8065
2008,California,6,50-54 years,12075
2008,California,6,55-59 years,15686
2008,California,6,60-64 years ,18198
2008,California,6,65-69 years,18816
2008,California,6,70-74 years,17035
2008,California,6,75-79 years,16082
2008,California,6,80-84 years,13002
2008,California,6,85+ years,11599
2008,Colorado,8,1-4 years,42
2008,Colorado,8,5-9 years,32
2008,Colorado,8,10-14 years,23
2008,Colorado,8,15-19 years,39
2008,Colorado,8,20-24 years,85
2008,Colorado,8,25-29 years,148
2008,Colorado,8,30-34 years,217
2008,Colorado,8,35-39 years,408
2008,Colorado,8,40-44 years,593
2008,Colorado,8,45-49 years,1162
2008,Colorado,8,50-54 years,1767
2008,Colorado,8,55-59 years,2335
2008,Colorado,8,60-64 years ,2579
2008,Colorado,8,65-69 years,2578
2008,Colorado,8,70-74 years,2260
2008,Colorado,8,75-79 years,1971
2008,Colorado,8,80-84 years,1487
2008,Colorado,8,85+ years,1253
2008,Connecticut,9,1-4 years,36
2008,Connecticut,9,5-9 years,21
2008,Connecticut,9,10-14 years,22
2008,Connecticut,9,15-19 years,47
2008,Connecticut,9,20-24 years,62
2008,Connecticut,9,25-29 years,88
2008,Connecticut,9,30-34 years,143
2008,Connecticut,9,35-39 years,320
2008,Connecticut,9,40-44 years,547
2008,Connecticut,9,45-49 years,1094
2008,Connecticut,9,50-54 years,1557
2008,Connecticut,9,55-59 years,1981
2008,Connecticut,9,60-64 years ,2396
2008,Connecticut,9,65-69 years,2496
2008,Connecticut,9,70-74 years,2222
2008,Connecticut,9,75-79 years,2170
2008,Connecticut,9,80-84 years,1909
2008,Connecticut,9,85+ years,1769
2008,Delaware,10,25-29 years,32
2008,Delaware,10,30-34 years,30
2008,Delaware,10,35-39 years,93
2008,Delaware,10,40-44 years,157
2008,Delaware,10,45-49 years,262
2008,Delaware,10,50-54 years,397
2008,Delaware,10,55-59 years,495
2008,Delaware,10,60-64 years ,644
2008,Delaware,10,65-69 years,710
2008,Delaware,10,70-74 years,606
2008,Delaware,10,75-79 years,582
2008,Delaware,10,80-84 years,448
2008,Delaware,10,85+ years,293
2008,District of Columbia,11,25-29 years,32
2008,District of Columbia,11,30-34 years,30
2008,District of Columbia,11,35-39 years,57
2008,District of Columbia,11,40-44 years,90
2008,District of Columbia,11,45-49 years,147
2008,District of Columbia,11,50-54 years,234
2008,District of Columbia,11,55-59 years,326
2008,District of Columbia,11,60-64 years ,346
2008,District of Columbia,11,65-69 years,345
2008,District of Columbia,11,70-74 years,283
2008,District of Columbia,11,75-79 years,246
2008,District of Columbia,11,80-84 years,185
2008,District of Columbia,11,85+ years,136
2008,Florida,12,< 1 year,31
2008,Florida,12,1-4 years,175
2008,Florida,12,5-9 years,122
2008,Florida,12,10-14 years,94
2008,Florida,12,15-19 years,197
2008,Florida,12,20-24 years,270
2008,Florida,12,25-29 years,474
2008,Florida,12,30-34 years,784
2008,Florida,12,35-39 years,1459
2008,Florida,12,40-44 years,2629
2008,Florida,12,45-49 years,4897
2008,Florida,12,50-54 years,7273
2008,Florida,12,55-59 years,9412
2008,Florida,12,60-64 years ,12254
2008,Florida,12,65-69 years,14604
2008,Florida,12,70-74 years,13633
2008,Florida,12,75-79 years,12812
2008,Florida,12,80-84 years,9891
2008,Florida,12,85+ years,7969
2008,Georgia,13,1-4 years,91
2008,Georgia,13,5-9 years,57
2008,Georgia,13,10-14 years,62
2008,Georgia,13,15-19 years,86
2008,Georgia,13,20-24 years,140
2008,Georgia,13,25-29 years,230
2008,Georgia,13,30-34 years,437
2008,Georgia,13,35-39 years,922
2008,Georgia,13,40-44 years,1411
2008,Georgia,13,45-49 years,2477
2008,Georgia,13,50-54 years,3734
2008,Georgia,13,55-59 years,4800
2008,Georgia,13,60-64 years ,5794
2008,Georgia,13,65-69 years,5651
2008,Georgia,13,70-74 years,4643
2008,Georgia,13,75-79 years,3919
2008,Georgia,13,80-84 years,2693
2008,Georgia,13,85+ years,2003
2008,Hawaii,15,20-24 years,26
2008,Hawaii,15,25-29 years,43
2008,Hawaii,15,30-34 years,82
2008,Hawaii,15,35-39 years,121
2008,Hawaii,15,40-44 years,184
2008,Hawaii,15,45-49 years,318
2008,Hawaii,15,50-54 years,508
2008,Hawaii,15,55-59 years,692
2008,Hawaii,15,60-64 years ,810
2008,Hawaii,15,65-69 years,755
2008,Hawaii,15,70-74 years,697
2008,Hawaii,15,75-79 years,676
2008,Hawaii,15,80-84 years,572
2008,Hawaii,15,85+ years,531
2008,Idaho,16,15-19 years,17
2008,Idaho,16,20-24 years,35
2008,Idaho,16,25-29 years,46
2008,Idaho,16,30-34 years,81
2008,Idaho,16,35-39 years,109
2008,Idaho,16,40-44 years,164
2008,Idaho,16,45-49 years,303
2008,Idaho,16,50-54 years,509
2008,Idaho,16,55-59 years,731
2008,Idaho,16,60-64 years ,806
2008,Idaho,16,65-69 years,961
2008,Idaho,16,70-74 years,851
2008,Idaho,16,75-79 years,722
2008,Idaho,16,80-84 years,569
2008,Idaho,16,85+ years,526
2008,Illinois,17,< 1 year,19
2008,Illinois,17,1-4 years,98
2008,Illinois,17,5-9 years,83
2008,Illinois,17,10-14 years,78
2008,Illinois,17,15-19 years,130
2008,Illinois,17,20-24 years,196
2008,Illinois,17,25-29 years,380
2008,Illinois,17,30-34 years,633
2008,Illinois,17,35-39 years,1009
2008,Illinois,17,40-44 years,1828
2008,Illinois,17,45-49 years,3291
2008,Illinois,17,50-54 years,5175
2008,Illinois,17,55-59 years,6652
2008,Illinois,17,60-64 years ,7735
2008,Illinois,17,65-69 years,8291
2008,Illinois,17,70-74 years,7409
2008,Illinois,17,75-79 years,6899
2008,Illinois,17,80-84 years,5661
2008,Illinois,17,85+ years,4872
2008,Indiana,18,< 1 year,18
2008,Indiana,18,1-4 years,70
2008,Indiana,18,5-9 years,50
2008,Indiana,18,10-14 years,56
2008,Indiana,18,15-19 years,51
2008,Indiana,18,20-24 years,86
2008,Indiana,18,25-29 years,185
2008,Indiana,18,30-34 years,308
2008,Indiana,18,35-39 years,500
2008,Indiana,18,40-44 years,836
2008,Indiana,18,45-49 years,1576
2008,Indiana,18,50-54 years,2484
2008,Indiana,18,55-59 years,3295
2008,Indiana,18,60-64 years ,3686
2008,Indiana,18,65-69 years,4230
2008,Indiana,18,70-74 years,3666
2008,Indiana,18,75-79 years,3391
2008,Indiana,18,80-84 years,2747
2008,Indiana,18,85+ years,2231
2008,Iowa,19,1-4 years,23
2008,Iowa,19,10-14 years,21
2008,Iowa,19,15-19 years,23
2008,Iowa,19,20-24 years,53
2008,Iowa,19,25-29 years,110
2008,Iowa,19,30-34 years,134
2008,Iowa,19,35-39 years,257
2008,Iowa,19,40-44 years,405
2008,Iowa,19,45-49 years,794
2008,Iowa,19,50-54 years,1222
2008,Iowa,19,55-59 years,1485
2008,Iowa,19,60-64 years ,1756
2008,Iowa,19,65-69 years,2036
2008,Iowa,19,70-74 years,1981
2008,Iowa,19,75-79 years,1812
2008,Iowa,19,80-84 years,1609
2008,Iowa,19,85+ years,1545
2008,Kansas,20,1-4 years,33
2008,Kansas,20,5-9 years,20
2008,Kansas,20,10-14 years,20
2008,Kansas,20,15-19 years,26
2008,Kansas,20,20-24 years,43
2008,Kansas,20,25-29 years,74
2008,Kansas,20,30-34 years,132
2008,Kansas,20,35-39 years,225
2008,Kansas,20,40-44 years,364
2008,Kansas,20,45-49 years,720
2008,Kansas,20,50-54 years,1081
2008,Kansas,20,55-59 years,1469
2008,Kansas,20,60-64 years ,1699
2008,Kansas,20,65-69 years,1777
2008,Kansas,20,70-74 years,1719
2008,Kansas,20,75-79 years,1581
2008,Kansas,20,80-84 years,1236
2008,Kansas,20,85+ years,1092
2008,Kentucky,21,1-4 years,30
2008,Kentucky,21,5-9 years,30
2008,Kentucky,21,10-14 years,23
2008,Kentucky,21,15-19 years,40
2008,Kentucky,21,20-24 years,53
2008,Kentucky,21,25-29 years,145
2008,Kentucky,21,30-34 years,232
2008,Kentucky,21,35-39 years,386
2008,Kentucky,21,40-44 years,724
2008,Kentucky,21,45-49 years,1251
2008,Kentucky,21,50-54 years,1954
2008,Kentucky,21,55-59 years,2647
2008,Kentucky,21,60-64 years ,3088
2008,Kentucky,21,65-69 years,3321
2008,Kentucky,21,70-74 years,2984
2008,Kentucky,21,75-79 years,2408
2008,Kentucky,21,80-84 years,1867
2008,Kentucky,21,85+ years,1393
2008,Louisiana,22,1-4 years,41
2008,Louisiana,22,5-9 years,24
2008,Louisiana,22,10-14 years,31
2008,Louisiana,22,15-19 years,36
2008,Louisiana,22,20-24 years,65
2008,Louisiana,22,25-29 years,125
2008,Louisiana,22,30-34 years,167
2008,Louisiana,22,35-39 years,340
2008,Louisiana,22,40-44 years,621
2008,Louisiana,22,45-49 years,1142
2008,Louisiana,22,50-54 years,1834
2008,Louisiana,22,55-59 years,2514
2008,Louisiana,22,60-64 years ,2837
2008,Louisiana,22,65-69 years,3024
2008,Louisiana,22,70-74 years,2640
2008,Louisiana,22,75-79 years,2309
2008,Louisiana,22,80-84 years,1700
2008,Louisiana,22,85+ years,1264
2008,Maine,23,25-29 years,33
2008,Maine,23,30-34 years,51
2008,Maine,23,35-39 years,105
2008,Maine,23,40-44 years,215
2008,Maine,23,45-49 years,388
2008,Maine,23,50-54 years,646
2008,Maine,23,55-59 years,814
2008,Maine,23,60-64 years ,1054
2008,Maine,23,65-69 years,1094
2008,Maine,23,70-74 years,996
2008,Maine,23,75-79 years,906
2008,Maine,23,80-84 years,700
2008,Maine,23,85+ years,571
2008,Maryland,24,1-4 years,43
2008,Maryland,24,5-9 years,30
2008,Maryland,24,10-14 years,43
2008,Maryland,24,15-19 years,63
2008,Maryland,24,20-24 years,81
2008,Maryland,24,25-29 years,159
2008,Maryland,24,30-34 years,243
2008,Maryland,24,35-39 years,484
2008,Maryland,24,40-44 years,895
2008,Maryland,24,45-49 years,1581
2008,Maryland,24,50-54 years,2351
2008,Maryland,24,55-59 years,3057
2008,Maryland,24,60-64 years ,3458
2008,Maryland,24,65-69 years,3442
2008,Maryland,24,70-74 years,2965
2008,Maryland,24,75-79 years,2868
2008,Maryland,24,80-84 years,2252
2008,Maryland,24,85+ years,1944
2008,Massachusetts,25,1-4 years,60
2008,Massachusetts,25,5-9 years,40
2008,Massachusetts,25,10-14 years,40
2008,Massachusetts,25,15-19 years,71
2008,Massachusetts,25,20-24 years,117
2008,Massachusetts,25,25-29 years,192
2008,Massachusetts,25,30-34 years,334
2008,Massachusetts,25,35-39 years,626
2008,Massachusetts,25,40-44 years,1179
2008,Massachusetts,25,45-49 years,2023
2008,Massachusetts,25,50-54 years,3015
2008,Massachusetts,25,55-59 years,3782
2008,Massachusetts,25,60-64 years ,4438
2008,Massachusetts,25,65-69 years,4341
2008,Massachusetts,25,70-74 years,4040
2008,Massachusetts,25,75-79 years,3868
2008,Massachusetts,25,80-84 years,3391
2008,Massachusetts,25,85+ years,2903
2008,Michigan,26,< 1 year,22
2008,Michigan,26,1-4 years,88
2008,Michigan,26,5-9 years,79
2008,Michigan,26,10-14 years,62
2008,Michigan,26,15-19 years,93
2008,Michigan,26,20-24 years,170
2008,Michigan,26,25-29 years,254
2008,Michigan,26,30-34 years,473
2008,Michigan,26,35-39 years,820
2008,Michigan,26,40-44 years,1408
2008,Michigan,26,45-49 years,2714
2008,Michigan,26,50-54 years,4302
2008,Michigan,26,55-59 years,5272
2008,Michigan,26,60-64 years ,6235
2008,Michigan,26,65-69 years,6659
2008,Michigan,26,70-74 years,6108
2008,Michigan,26,75-79 years,5640
2008,Michigan,26,80-84 years,4671
